Purchase Date,ProductID,CustomerCode,Order ID,Units Sold,Revenue,Cost of Goods Sold
15/06/2023,4,KGreen,1-56235-515-5,955,9339,2770
26/04/2021,1,KDixon,0-9849310-4-X,400,3383,6231
26/07/2022,10,CMoore,1-290-56916-9,377,2148,3667
2/07/2020,7,ODavis,0-8115-2151-6,542,5833,4374
28/12/2020,4,RSummers,1-4579-6128-8,349,5312,2022
22/02/2022,6,GDuarte,1-272-87596-2,126,7435,1054
28/02/2022,2,RMcconnell,0-08-691639-4,139,2250,6922
14/04/2021,3,VWong,1-182-41816-3,259,3682,4700
11/01/2022,9,EArias,0-452-80932-0,421,3972,5792
7/05/2020,4,JJohnson,1-298-07982-9,413,9096,7925
6/05/2021,8,BWilson,0-7533-8146-X,753,2665,4574
24/05/2023,1,MHeath,0-599-09236-X,532,4989,1687
14/09/2020,5,DFranklin,1-78202-899-4,989,1010,7838
28/01/2020,2,BRodriguez,1-71070-891-3,528,2900,788
7/05/2021,2,SCarson,1-9733-6508-1,424,9961,4359
11/12/2021,8,DCraig,1-269-68647-X,823,4751,4609
7/06/2020,7,NSanchez,0-13-263502-X,489,7284,6562
7/04/2023,2,RMata,0-351-31315-X,110,6542,4476
12/01/2023,10,ABarrera,1-68754-884-6,923,3840,3917
17/01/2020,1,AKerr,0-698-45709-9,639,5978,1573
22/01/2020,6,KKim,1-948979-67-5,972,4503,6114
2/07/2023,5,DMeadows,0-462-73641-5,979,4419,5395
20/07/2023,1,JMcdonald,0-530-82569-4,565,9458,4409
27/01/2022,2,GBlack,1-4659-8672-3,995,7945,2259
20/12/2022,6,BRodriguez,0-8021-2693-6,946,6787,7317
19/06/2020,8,KSandoval,1-232-92999-9,953,9958,2093
12/09/2020,1,CThompson,1-295-01735-0,125,3855,7002
8/02/2023,6,SRhodes,1-254-43703-7,323,3933,2197
14/02/2020,8,CHerman,0-7385-6757-4,107,4745,732
2/12/2021,3,KMorgan,0-8143-7660-6,528,6199,641
8/12/2022,2,KMarks,0-270-40176-8,152,9928,814
16/01/2020,4,TEvans,1-84581-038-4,679,6287,799
31/01/2020,5,JSingh,1-84267-779-9,963,4100,3202
15/03/2021,10,AMendez,0-8056-5917-X,654,1518,3715
3/06/2023,4,TGuzman,1-00-718076-5,965,6657,4860
20/12/2020,10,HGutierrez,0-11-510684-7,502,2405,6274
21/04/2020,5,TLarson,1-4426-0529-4,833,6292,2969
29/07/2021,9,ROwens,0-87735-515-0,284,9360,7374
7/03/2022,8,JCastaneda,1-06-331093-8,706,9778,1853
9/02/2020,8,MRobinson,0-12-743566-2,935,3666,3617
5/04/2022,2,DKing,0-422-97332-7,570,5354,2668
16/04/2022,9,JBrown,1-235-46367-2,739,7341,2981
27/07/2023,5,CReed,1-68697-968-1,249,2848,4852
26/12/2022,4,SAlexander,0-313-19476-9,213,4970,869
5/09/2021,6,MMejiaPhD,1-124-55678-8,439,4238,3971
17/06/2020,4,IRose,0-05-253651-3,764,1611,1007
28/09/2020,1,SMunoz,1-904375-48-0,916,9610,7839
1/11/2021,8,CCooper,0-476-47964-9,941,8328,5459
23/11/2020,5,ABanks,1-69157-032-X,328,7390,7434
27/01/2023,10,MWilson,0-04-306942-8,582,9128,2310
3/10/2021,9,GPaul,0-15-238194-5,696,4117,2435
29/03/2022,9,BScott,1-76799-190-8,435,3455,7695
9/07/2020,1,DJames,0-573-98104-3,882,3958,5368
3/04/2023,8,MGutierrez,0-687-52547-0,475,2979,2182
5/04/2021,7,SCombs,1-886485-13-5,526,5665,2847
6/09/2022,9,BPeters,0-289-73899-7,430,2526,7618
7/12/2022,1,LWhite,1-146-98440-5,470,4613,2693
2/03/2020,8,JFrank,0-350-94724-4,263,8291,6723
2/01/2021,7,KHolt,0-7957-1355-X,931,4161,773
14/10/2022,7,SMckenzie,0-341-49860-2,174,2790,5207
4/07/2020,7,ABell,1-303-77743-6,585,2107,5445
18/01/2020,4,KWhite,1-5014-2022-4,437,3387,6069
3/01/2021,9,FBlack,0-396-17441-8,374,3017,4705
15/10/2021,8,TCook,0-7442-9774-5,486,5718,5534
16/08/2021,9,MFoley,0-401-84274-6,588,9716,2145
3/09/2022,5,TMullins,1-65955-877-8,681,9409,5987
29/01/2020,4,JMorse,0-8438-8093-7,369,8356,2121
2/02/2022,2,HLee,1-320-49686-5,101,8954,3228
24/01/2022,7,EEaton,0-7866-1010-7,497,7033,3793
5/06/2023,7,KWalters,0-17-712366-4,642,9097,4737
4/07/2021,6,CGriffith,1-214-60378-5,389,5271,6650
31/05/2020,1,MRussell,1-9999666-6-X,113,8625,6358
31/03/2022,4,KFarrell,1-5230-2082-2,150,1024,5399
5/09/2020,6,KWilliamson,0-7686-8516-8,143,8027,2949
25/07/2023,7,CBell,0-610-69943-1,197,1426,638
30/03/2020,10,LPena,1-79227-384-3,998,4217,6349
21/04/2022,7,TSherman,0-532-05999-9,141,2838,6016
18/09/2022,9,RElliott,1-01-847199-5,595,6539,6239
3/06/2023,6,CBarrera,0-11-494595-0,557,6982,6855
25/05/2022,3,RHarris,0-497-55657-X,697,7909,7830
14/06/2022,10,MStewart,1-4992-8559-0,585,6461,7373
8/06/2021,10,EBenton,1-66188-421-0,775,5523,6891
12/02/2023,9,BCox,0-389-94645-1,920,4393,6513
30/12/2020,5,ADavis,1-75221-442-0,963,7076,6209
8/03/2023,10,MThomas,0-692-99877-2,770,4332,4978
30/04/2023,9,KIbarra,1-82370-738-6,915,4568,4238
18/01/2022,6,KContreras,1-74846-313-6,288,5265,6515
8/11/2022,8,KObrien,0-356-14918-8,261,8684,6312
25/05/2023,6,MMccarthy,0-7380-9438-2,506,2098,2038
21/11/2020,6,SOliver,1-67135-316-1,332,4912,3488
29/05/2021,4,AFrank,0-283-22007-4,473,7087,1427
15/02/2021,4,MJones,0-508-15495-2,980,4782,4622
3/03/2021,3,CDunn,1-934240-97-4,903,6558,676
29/08/2022,10,AGreer,0-554-72414-6,301,4509,6510
4/06/2022,3,NRamos,0-939247-81-X,138,8126,6265
25/02/2021,2,AWalker,0-924125-12-8,984,4607,5160
13/11/2020,1,SPage,0-655-11622-2,278,8032,5752
21/07/2020,6,DGraham,0-384-91713-5,210,9928,5269
4/04/2020,7,RHubbard,0-595-53258-6,534,5262,4294
22/04/2021,4,DManning,1-75569-433-4,911,9664,3400
18/06/2022,1,MAnthonyWilson,1-4312-4333-7,726,8218,7058
23/06/2021,9,OSullivan,1-249-22100-5,857,9892,2815
27/05/2021,9,RGuerra,0-08-584303-2,396,5675,4882
17/08/2020,6,CScott,1-954013-64-7,443,6134,2356
13/11/2021,4,MDaniels,0-606-19104-6,107,4367,4646
10/03/2022,2,DFrederick,1-351-28738-9,754,4216,3681
2/12/2022,3,PLam,1-156-91374-8,508,4424,1316
8/03/2021,5,SNelson,0-645-55517-7,272,7926,2976
19/08/2021,9,NWhite,0-261-09063-1,406,4797,6025
25/12/2022,2,DSmith,1-4613-8076-6,732,1291,3710
7/04/2020,7,CDavis,1-56313-578-7,184,4350,6330
29/08/2020,9,KCastillo,0-313-66820-5,744,1233,3861
15/06/2023,10,JBrown,1-217-62768-5,299,9895,4950
27/07/2022,1,TBowers,1-76881-619-0,691,2295,6089
1/03/2021,5,JCarson,1-62237-553-X,786,7281,3835
29/05/2021,8,MSmith,1-59123-054-3,543,2618,5607
3/01/2022,7,MGoodwin,0-646-00310-0,602,3032,3430
28/03/2021,4,JDavies,1-70083-330-8,424,6351,5780
27/08/2021,9,EBrown,0-264-95285-5,946,3750,5629
23/03/2023,1,JStewart,1-65483-215-4,771,9074,7580
16/12/2020,8,JBlair,0-208-33538-2,837,1731,6953
16/03/2022,9,JRamsey,0-280-97698-4,908,6874,4537
13/12/2020,10,EHunt,1-123-04349-3,732,3039,2998
28/05/2021,1,SHogan,1-75013-469-1,632,4021,1385
18/08/2020,4,JZamora,1-252-17332-6,209,1220,7939
6/09/2022,7,JNewman,1-81468-033-0,200,3300,6594
16/04/2021,1,CHoward,1-168-07381-2,389,8761,4455
3/12/2020,1,ATyler,0-943975-56-5,536,8121,7105
22/11/2020,5,CJacobs,0-451-42268-6,961,8023,3753
31/03/2020,9,KRobinson,1-397-29058-7,320,7044,3367
10/07/2021,5,JKerr,0-265-57951-1,784,3196,4367
15/09/2020,8,MTaylor,1-357-33938-0,597,8838,5431
6/02/2020,7,EScott,1-07-978903-0,580,9155,5259
19/09/2020,4,MGeorge,1-62654-088-8,488,5457,7153
8/06/2022,1,TThompson,0-644-72816-7,862,4648,3709
6/03/2022,10,MSmith,1-4993-8298-7,870,5996,1918
12/09/2022,5,RMiller,0-398-10465-4,126,3781,5122
1/12/2021,1,BMonroe,0-637-52189-7,963,8931,578
2/10/2022,5,RHall,1-81250-476-4,811,4142,1657
13/11/2022,1,RMartinez,0-917841-86-7,136,6632,723
11/04/2023,10,TKim,1-4815-5603-7,205,2208,2530
3/05/2023,10,MMoore,0-935239-74-X,659,8360,6037
12/08/2021,10,SMullen,1-218-12634-5,601,5445,7797
9/12/2022,1,CDrake,0-610-41975-7,222,9048,6129
26/11/2021,7,AWilkins,0-8232-7441-1,493,6211,4993
19/02/2020,5,EBrock,0-555-75399-9,275,5231,666
20/07/2022,4,SGomez,1-5165-6361-1,337,9333,3618
30/06/2023,1,RShaw,1-198-63676-9,893,4593,3015
25/12/2020,7,SLewis,0-14-353959-0,447,3253,5205
15/10/2021,2,DPena,1-4885-9670-0,687,9932,7707
27/07/2023,5,JJones,0-396-90437-8,233,6971,7966
14/07/2023,7,JHicks,0-00-120725-3,887,7370,1637
24/12/2020,6,NSilva,0-556-54422-6,840,2777,3566
20/04/2020,3,KJohnson,1-5325-4215-1,432,9158,697
7/05/2021,2,CLeblanc,1-4632-5020-7,933,9494,7061
13/02/2020,5,RWright,0-05-631584-8,689,1202,7599
27/02/2022,6,JSmith,1-9765-4631-1,701,8576,2360
6/04/2020,9,AOwens,1-322-78643-7,751,5777,5615
13/04/2021,1,DPriceMD,1-135-71046-5,862,3291,1405
15/01/2021,1,BWells,0-389-61398-3,412,8672,2325
8/04/2023,4,EHughes,1-947915-50-9,154,8733,2252
30/08/2020,1,DGuerrero,0-693-59494-2,482,2298,5986
17/02/2020,4,JContreras,0-298-61441-3,364,7565,2195
15/04/2021,9,LHolmes,1-992949-05-0,401,3151,4369
26/02/2022,9,CBridges,0-246-89235-8,793,6696,1379
18/05/2020,4,SWatson,1-09-761846-3,510,6210,5961
19/08/2022,8,HCastillo,1-05-138961-5,406,6797,6656
5/06/2023,5,MChristian,0-298-25941-9,695,8249,2958
13/03/2021,7,AHorne,1-4139-4063-3,900,2851,6208
11/05/2021,7,MTurner,0-16-349153-4,139,2138,1313
7/01/2022,5,CRichardson,1-130-46434-2,291,2447,769
1/05/2021,2,JDavis,0-633-12270-X,208,4555,6663
7/12/2021,8,MMcmillan,0-7899-3834-0,141,2333,1903
8/11/2020,2,DRhodes,1-154-04444-0,514,7902,2183
4/02/2020,2,KBeard,1-61570-385-3,311,3611,7443
25/02/2023,8,NParker,0-12-676570-7,387,4856,3749
4/07/2023,7,MSmith,0-308-84539-0,154,8417,5724
28/01/2020,2,PWright,0-340-44403-7,465,5337,1666
20/12/2020,4,SMiller,0-7776-7857-8,564,9675,1317
5/11/2021,6,LAdams,0-8293-5694-0,927,3584,3375
2/04/2021,8,JShepherd,0-12-565856-7,121,5856,4284
28/04/2022,2,EJones,1-68175-316-2,857,8498,4849
3/02/2020,3,JHensley,0-294-07403-1,496,5343,715
3/10/2021,8,RRosario,1-08-873279-8,363,3095,3525
27/02/2023,9,SHall,0-643-60795-1,219,4786,1086
5/12/2022,3,MDiaz,1-7369120-3-8,139,3939,3111
26/02/2020,1,JRamos,1-205-10157-8,207,6199,2389
26/10/2022,2,CCox,1-4171-2327-3,749,5637,2522
31/07/2021,9,DBlack,1-886314-97-7,784,1129,3727
15/02/2020,6,TClark,1-01-384749-0,864,2130,6277
15/12/2020,5,TBrady,0-388-01644-2,717,8106,2512
19/02/2023,2,RStewart,0-06-759196-5,762,8498,1777
19/05/2021,7,CPerez,0-06-850552-3,697,6863,5835
8/08/2020,7,IBarnes,1-77948-608-1,882,6995,2213
14/07/2020,7,JSmith,0-550-29633-6,743,4452,6353
10/06/2022,10,CWest,1-148-72507-5,347,9019,2255
23/06/2023,8,MObrien,1-996549-06-5,954,6341,620
28/08/2021,6,JCrosby,1-02-832966-0,834,5610,3405
2/05/2021,3,JFischer,1-189-11908-0,883,6960,4573
8/05/2022,3,CShah,1-81542-119-3,951,2539,2333
18/08/2021,6,CNelson,1-221-37529-6,423,3144,7430
12/01/2020,6,DOlson,0-579-01368-5,291,8421,2010
11/11/2020,6,JLane,1-7395263-9-2,930,1245,2812
19/08/2022,4,EMyers,0-500-22469-2,113,2721,2793
20/09/2021,5,MWalker,1-09-768773-2,268,1320,1681
24/12/2020,2,ANguyen,0-7657-7551-4,487,4106,7870
25/11/2020,7,EMcmillan,1-79844-643-X,586,9041,527
27/10/2020,7,KMeyer,1-5030-3371-6,216,7464,2759
16/02/2023,7,CPrince,1-77302-305-5,260,6451,1483
22/02/2021,10,MBrown,1-273-16906-9,506,4455,3050
4/12/2020,3,JDavis,0-655-44397-5,778,2819,1237
12/06/2022,10,SZimmerman,1-203-03964-6,129,1512,2973
30/07/2021,2,ZDorsey,1-890729-12-4,611,2652,3977
28/01/2023,6,LKrause,1-100-68110-8,789,4476,569
22/10/2021,8,SFarmer,1-77753-719-3,268,7978,2536
28/03/2020,6,DGarcia,0-489-21220-4,333,2352,4089
22/10/2022,4,MLopez,0-89523-976-0,494,7984,3449
11/10/2021,1,MWilliams,1-5354-4346-4,838,5626,2489
12/10/2020,1,CRosales,0-7239-3296-4,976,1047,7581
2/02/2023,2,VMiller,0-314-07599-2,207,7116,5615
6/12/2022,7,TSchneider,1-57416-471-6,118,6570,5567
29/01/2020,7,RWoods,0-658-44192-2,130,3063,2876
27/07/2020,6,SHowell,1-65702-833-X,873,1153,7540
6/04/2023,7,WSimon,1-304-80670-7,822,3583,4348
21/01/2021,1,MBarker,0-9747346-7-5,560,9657,7835
30/04/2021,10,DWalsh,0-88622-003-3,522,4512,7119
17/02/2020,6,BMeyer,1-164-11213-9,813,9950,1449
14/06/2021,1,DScott,1-5392-1559-8,854,7805,4608
31/12/2020,2,CEvans,0-916549-10-0,226,4722,3842
16/06/2023,9,EEstrada,1-324-41457-X,807,7831,5901
17/01/2023,4,MHowell,0-485-67976-0,882,1363,1302
27/01/2023,6,CFritz,0-19-897557-0,196,1670,556
26/07/2022,9,AJohnson,0-8332-6477-X,732,9788,6895
5/09/2021,9,DMoran,1-01-059317-X,829,6818,1339
20/12/2020,4,BNeal,0-9796029-7-1,376,1390,1750
22/10/2020,4,DWilson,0-406-31571-X,188,4318,1929
4/09/2022,3,SLynch,1-279-65665-4,769,3697,6634
22/08/2021,4,JJohnson,0-01-887337-5,566,6583,5455
21/07/2020,3,JDickerson,0-448-63837-1,890,4904,1094
11/01/2020,8,JEllis,1-153-87961-1,815,1471,2161
22/03/2021,7,ACampbell,0-10-684737-6,195,8093,4162
5/01/2020,3,JPhillips,1-70859-455-8,641,7883,1175
6/09/2020,4,RBaker,1-04-881775-X,343,9247,7968
21/03/2020,10,LWerner,0-912949-40-6,111,6284,3610
8/12/2022,8,WWilliams,0-689-37962-5,601,6389,4847
22/04/2022,1,JMiddleton,1-229-47625-3,709,6850,5707
25/06/2021,9,STaylor,1-86812-902-0,153,1107,1546
27/11/2020,6,ABlake,1-84380-604-5,709,1787,598
21/07/2023,2,JBailey,1-74925-340-2,464,3608,3597
29/06/2020,8,GDaniel,1-74711-063-9,990,6740,940
18/04/2023,9,JWilliams,0-583-01232-9,709,8758,2346
26/02/2023,3,AHoover,0-11-913577-9,846,7869,2375
15/10/2020,8,BBates,0-453-27130-8,634,2261,4448
11/08/2022,4,LPerry,0-926047-87-6,587,5036,2832
7/01/2021,9,KLopez,0-490-68434-3,921,8852,7950
18/04/2023,4,AHoffman,1-70100-174-8,605,3599,6475
12/07/2022,6,VPitts,0-19-295509-8,809,1705,5545
5/07/2023,5,JHerrera,0-88923-901-0,618,6184,1193
7/05/2020,8,MBrown,1-79487-982-X,207,6156,3261
8/04/2020,1,DLane,1-75419-597-0,341,8925,1208
25/05/2021,3,CFord,1-69166-126-0,465,5943,2915
9/03/2021,9,DMorrison,1-65107-623-5,143,7244,5952
30/03/2023,7,JCross,0-925554-92-8,543,6826,6497
7/05/2021,6,DWhite,1-66428-937-2,384,3031,1272
5/12/2020,1,JGonzalezIII,0-00-143811-5,618,5589,3611
24/09/2020,9,SGallagher,1-928874-57-6,450,8459,7584
21/02/2022,10,ACardenas,0-7405-9689-6,536,3077,2639
24/01/2020,5,SCooper,0-01-378160-X,451,8356,3084
24/03/2022,5,CBush,0-9689099-9-X,689,4516,835
27/05/2020,8,BBean,1-9736-2329-3,650,6016,7619
23/09/2021,10,RYoung,1-71467-179-8,420,1662,5049
4/01/2021,8,MChang,0-207-09363-6,591,1602,4763
13/05/2021,4,CWhite,1-85979-904-3,991,9226,2993
12/10/2022,2,OJenkins,1-9877-0142-9,626,4314,2674
2/01/2021,4,JDavidson,0-06-086592-X,164,8902,554
7/12/2022,4,AAdams,1-993112-42-1,552,8749,4059
15/01/2023,3,JHill,0-00-849549-1,905,3549,7643
6/07/2023,8,LBrown,1-80088-648-9,125,7849,7145
21/10/2020,3,MVelazquez,0-556-61648-0,220,9073,4674
25/11/2020,1,NMiller,1-248-26332-4,686,2853,5470
2/01/2021,4,RStrickland,0-360-25616-3,623,2825,910
9/11/2022,1,VHill,1-193-80106-0,740,4003,5583
4/10/2021,2,MMendoza,1-56173-924-3,146,9008,653
21/06/2022,6,ACalhoun,0-13-924950-8,877,9176,3480
20/05/2022,10,MLane,0-406-79662-9,953,7670,3853
7/12/2020,6,MPhillips,0-474-69966-8,669,3792,3404
11/03/2020,10,AWilliams,0-8236-3302-0,438,1614,574
19/04/2020,5,SJackson,1-4011-1041-X,109,6662,1090
22/12/2020,6,ELeonard,0-06-050307-6,999,6809,6226
9/04/2022,1,JVelez,1-240-26183-7,423,5632,851
7/07/2020,6,ATaylor,0-546-66921-2,525,3135,6134
10/03/2023,10,DThompson,0-88122-230-5,224,3372,1295
11/01/2022,8,KAdams,1-135-02996-2,957,1541,6852
30/08/2021,4,MCobb,0-339-37375-X,695,9827,6087
11/08/2022,7,SDelgado,1-9829-0888-2,710,1322,3526
16/02/2023,8,CGriffin,0-87025-638-6,165,4810,3679
6/10/2021,2,MMelindaHoffman,0-231-30470-6,657,3924,5732
11/11/2022,8,NCampbell,0-08-911468-X,677,2331,7224
2/09/2022,4,SShelton,0-9516489-2-6,918,8515,6084
16/06/2021,4,MSullivan,0-679-41499-1,474,1328,6388
31/07/2021,8,RPalmer,0-07-948529-4,951,4686,5982
21/03/2023,6,VBrown,1-75289-460-X,437,8675,987
6/11/2022,4,RMcneil,1-4133-9121-4,257,1605,3493
11/01/2021,8,JBlair,0-218-84967-2,473,1653,3765
23/03/2021,7,EOrtiz,0-87257-068-1,265,6818,6218
21/08/2021,10,DYoung,0-8127-2593-X,256,4287,3554
9/11/2022,2,SScott,0-7485-0970-4,435,9749,835
26/12/2022,2,JMora,1-171-71339-8,299,4334,7556
7/05/2020,2,EBender,1-60357-438-7,263,1508,3983
13/04/2020,1,HColeman,0-593-09751-3,181,4687,1360
21/01/2022,6,ARogers,0-8095-3857-1,633,5250,6757
27/04/2021,6,JBeck,1-4512-2032-4,152,9071,1178
24/09/2022,8,RMoore,1-383-77906-6,906,2167,875
10/12/2020,7,DCruz,1-252-57534-3,469,2863,7749
4/02/2022,8,PJohnson,0-9546001-5-0,826,1077,5546
20/12/2022,1,RBrown,0-591-51515-6,883,9428,2818
18/07/2021,10,EMaxwell,1-06-557931-4,578,3067,1013
29/11/2021,2,BRyan,1-874374-38-4,437,6869,2046
24/06/2023,4,MNichols,0-7056-3567-8,123,7744,4061
15/05/2021,3,WPhillips,1-06-316000-6,855,2011,2548
24/09/2020,7,HWilcox,1-05-467914-2,563,7301,3602
20/08/2020,10,CHernandez,0-519-71518-7,191,6255,508
15/06/2023,1,AFerguson,1-82498-852-4,548,3100,7983
18/06/2020,6,EMcconnell,1-5275-6527-0,323,8998,7308
2/03/2023,4,AWilson,1-368-56961-7,354,6591,1216
26/05/2021,10,MArnold,1-322-10513-8,245,3478,3224
23/07/2022,2,AAbbott,0-9508112-2-X,475,8005,6334
31/08/2020,4,CHall,0-13-898157-4,647,9294,2878
1/01/2021,4,DGarcia,0-85405-068-X,673,6233,878
24/03/2021,5,JCortez,1-55240-754-3,722,5137,5334
23/01/2020,4,EWalker,1-900597-03-9,308,8921,1368
5/06/2023,10,MPeterson,1-4769-8467-0,461,6241,1775
11/11/2020,8,AWalker,1-139-88902-8,107,9351,5688
16/01/2023,7,MMiller,1-185-06344-7,512,3571,7430
7/08/2020,6,AAlexander,0-88909-852-2,427,7287,3744
24/12/2020,9,THughes,1-57729-135-2,375,5086,6259
5/07/2021,2,GSanders,1-164-78820-5,275,8047,2147
14/10/2022,7,SVillanueva,0-01-658117-2,556,5751,5557
14/09/2021,7,TRobinson,1-4619-3481-8,401,5416,7473
22/07/2023,4,AMartin,1-4197-1391-4,240,2736,6083
10/03/2022,10,VBall,0-234-17905-8,691,5616,5607
24/05/2023,3,CFlynn,1-86844-668-9,175,1830,4807
12/03/2021,2,KSpears,0-11-022348-9,946,9975,3491
21/11/2020,1,MValdez,1-158-79133-X,715,9281,5604
28/06/2022,2,BHodges,1-5448-0513-6,198,8977,4627
29/01/2021,2,CJohnson,0-437-19000-5,979,7210,3585
3/07/2023,1,MBaxter,0-598-80422-6,453,2872,6139
15/03/2020,4,DPitts,1-84111-093-0,650,2218,3890
18/05/2022,9,SHess,1-4418-4787-1,384,3310,1119
4/09/2022,6,JWalter,1-282-54189-7,156,4773,3514
17/06/2022,7,CDavenport,0-903602-07-5,598,5150,3389
27/02/2021,10,RVazquez,0-569-99004-1,184,9545,764
28/03/2023,9,RFlynn,1-4946-1090-6,925,8681,3347
5/02/2023,4,SWalker,1-01-367454-5,301,8541,6243
1/12/2022,10,BShaw,1-4795-3471-4,207,2064,1210
11/06/2021,8,SBarber,0-530-69913-3,701,1504,6028
20/08/2020,6,JStewart,1-71288-376-3,919,7037,4323
6/08/2022,1,TGibbs,0-229-49438-2,992,9909,5849
8/02/2021,9,RCosta,0-680-20988-3,308,9905,514
29/06/2020,4,DCole,1-02-426772-5,475,1168,6704
25/02/2023,2,GBell,0-270-13666-5,378,1370,7472
29/04/2021,3,LHolmes,0-7155-1622-1,508,9320,5458
1/11/2020,8,DPhilipPotter,1-65955-768-2,350,5085,6524
3/06/2020,10,MOlson,1-02-751475-8,761,9688,4333
30/06/2021,3,SGray,0-04-853154-5,816,5038,6718
9/09/2020,6,TFerrell,1-358-82830-X,249,3831,755
26/03/2020,8,SReynolds,1-4138-8622-1,545,1054,1589
3/10/2020,1,SWilson,0-510-06867-7,477,3132,7432
11/07/2020,9,MDavis,0-666-13799-4,867,5931,2714
14/03/2023,5,KKing,0-9571725-7-5,307,9680,5880
25/01/2020,5,LThomas,0-566-76822-4,577,8569,4135
20/09/2022,7,TGarcia,1-5474-5076-2,631,8839,1093
4/03/2023,6,CCole,0-7617-2872-4,625,3642,2780
1/06/2021,6,JKerr,1-08-178766-X,505,6468,1009
13/03/2022,2,DKevinCox,0-368-66475-9,321,1016,2062
13/05/2021,1,SPineda,0-642-25438-9,309,4298,4490
14/11/2022,9,KPierce,0-89429-423-7,650,6769,801
27/01/2020,6,ADaniels,1-69566-147-8,451,3007,2582
29/01/2020,3,MDavis,0-9924353-3-1,133,7231,1980
28/06/2021,3,KRogers,1-125-33926-8,180,7719,3658
6/05/2020,2,LMckenzie,1-9819-2248-2,145,6259,5940
25/10/2021,8,RSanchez,1-178-70300-2,517,3570,6050
2/08/2021,4,LKaiser,1-80217-233-5,992,8687,3731
28/09/2021,4,CYoung,1-382-13508-4,474,2201,972
8/07/2020,10,MPerez,1-63771-218-9,977,7589,7064
22/02/2022,5,DGeorge,1-62128-517-0,265,3893,4983
25/02/2020,2,KGentry,0-14-271896-3,705,6441,4857
16/07/2020,5,VAlexander,0-08-196931-7,841,7649,6544
16/09/2020,10,SWhite,1-390-48402-5,325,9108,4451
9/02/2022,3,MLewis,0-908644-78-7,155,4581,4028
30/06/2023,5,DCarrillo,1-4497-8139-X,920,3169,7352
10/01/2020,8,LRamirez,1-4354-5619-X,690,5313,4237
31/10/2021,9,ALeach,1-70466-659-7,951,3442,5630
16/06/2020,9,WBennett,1-55354-646-6,437,7271,6527
3/02/2023,2,JRosales,0-939291-19-3,630,6592,2838
8/11/2022,4,WBrown,0-9581417-3-8,160,6374,5966
4/10/2022,4,MSantana,1-57995-140-6,343,9699,1617
16/09/2021,5,KNelson,1-4330-8983-1,525,5766,7261
15/08/2021,9,THanson,0-447-96016-4,156,8783,660
23/02/2022,7,AJones,0-08-528511-0,935,5651,3122
24/04/2020,4,JGarza,0-9657415-0-8,711,8687,6032
29/01/2023,1,WBarron,0-8298-8810-1,939,8622,7970
30/06/2021,8,NJackson,1-4878-3405-5,955,3844,2509
26/09/2022,8,HDawson,1-5388-0042-X,129,7973,1316
12/03/2023,1,VBoyd,1-4363-1946-3,748,2660,6006
2/02/2020,3,EFlores,0-87672-578-7,495,7875,5309
25/05/2023,3,RTrujillo,1-63551-134-8,853,4519,3200
28/07/2022,10,NPoole,1-130-62382-3,960,6605,5667
3/12/2022,8,NLee,0-550-81033-1,475,9281,4982
27/04/2021,6,PKing,0-457-96260-7,103,7832,2101
3/01/2020,9,MRichardFitzgerald,1-390-26137-9,706,8282,5441
1/08/2022,2,CStokes,1-68542-670-0,220,7958,5397
20/05/2020,5,SGriffin,1-74544-937-X,729,3753,1028
20/10/2020,9,GDelgado,1-4874-7227-7,390,3686,7363
15/09/2021,7,BReid,0-427-19297-8,155,8074,4879
20/06/2020,4,DHughes,1-277-12463-9,449,9161,7106
17/03/2022,1,JReid,0-612-67354-5,194,4390,6654
20/02/2021,6,ATurner,1-03-715724-9,291,1561,3752
28/12/2020,6,DBecker,1-210-60674-7,210,3177,2179
13/06/2021,1,DJohnson,1-63336-759-2,319,8623,600
1/02/2020,2,PLee,0-7461-2710-3,342,2323,5649
7/12/2022,9,AAnderson,1-56364-604-8,819,6484,4837
6/07/2021,2,HChristian,1-82716-984-2,245,6551,6597
17/10/2020,9,BHarrison,1-79869-226-0,297,7072,3742
18/01/2023,4,CGarcia,1-256-09977-5,582,8945,7261
20/03/2020,3,TPena,1-68847-015-8,277,8353,3638
6/04/2023,7,KBecker,1-58650-233-6,620,3383,3659
2/07/2023,7,KMarshall,0-371-31201-9,806,8068,4219
25/05/2021,5,DNichols,0-269-42910-7,689,4711,3961
28/04/2023,4,KTurner,0-355-06900-8,399,7314,2586
25/05/2023,5,JSummers,0-9932795-2-X,992,1114,4032
17/04/2020,3,CGonzalez,0-7551-9632-5,725,7181,6491
1/04/2020,6,CDavis,0-09-570936-3,342,6788,4246
16/02/2021,5,ADavis,1-102-71004-0,724,1382,3426
8/12/2022,6,LWright,0-505-35755-0,266,4446,4849
6/12/2021,5,PPeterson,1-65374-044-2,665,2370,6616
6/12/2022,10,JMejia,1-955622-78-7,210,2094,1478
12/01/2022,2,BTurner,0-19-559686-2,916,7481,3973
14/04/2023,2,AIngram,0-8016-5384-3,314,5670,1866
22/10/2021,3,JJohnson,1-396-73418-X,242,1655,6010
20/05/2020,1,ATapia,1-75141-337-3,307,5623,6313
15/07/2023,6,JLopez,1-282-79658-5,231,9577,7292
10/09/2021,9,JWilliams,1-325-63748-3,366,3510,1290
27/04/2022,3,MCatherineOwens,1-252-18375-5,423,7951,2593
